,id,currency,symbol,name,logo_url,status,price,price_date,price_timestamp,circulating_supply,max_supply,market_cap,market_cap_dominance,num_exchanges,num_pairs,num_pairs_unmapped,first_candle,first_trade,first_order_book,rank,rank_delta,high,high_timestamp,1d,30d,platform_currency,first_priced_at
0,BTC,BTC,BTC,Bitcoin,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/btc.svg,active,37826.90240597,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,18954368,21000000,716985028503,0.4037,408,85131,6838,2011-08-18T00:00:00Z,2011-08-18T00:00:00Z,2017-01-06T00:00:00Z,1,0,58436.11913501,2021-11-08T00:00:00Z,"{'volume': '39888694239.64', 'price_change': '-594.89123192', 'price_change_pct': '-0.0155', 'volume_change': '14742353693.17', 'volume_change_pct': '0.5863', 'market_cap_change': '-11239555578.44', 'market_cap_change_pct': '-0.0154'}","{'volume': '845688945828.05', 'price_change': '-625.98209004', 'price_change_pct': '-0.0163', 'volume_change': '-91370852607.10', 'volume_change_pct': '-0.0975', 'market_cap_change': '-10792759306.06', 'market_cap_change_pct': '-0.0148'}",,
1,ETH,ETH,ETH,Ethereum,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/eth.svg,active,2676.73225824,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,119530063,0,319949976462,0.1802,441,78414,58702,2015-08-07T00:00:00Z,2015-08-07T00:00:00Z,2018-08-29T00:00:00Z,2,0,4159.36282543,2021-11-08T00:00:00Z,"{'volume': '25629229067.44', 'price_change': '-117.99137484', 'price_change_pct': '-0.0422', 'volume_change': '7999373644.13', 'volume_change_pct': '0.4537', 'market_cap_change': '-14065781106.03', 'market_cap_change_pct': '-0.0421'}","{'volume': '598401210441.96', 'price_change': '-276.86672885', 'price_change_pct': '-0.0937', 'volume_change': '-38049002235.87', 'volume_change_pct': '-0.0598', 'market_cap_change': '-31892295491.57', 'market_cap_change_pct': '-0.0906'}",ETH,
2,USDT,USDT,USDT,Tether,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/usdt.svg,active,0.87762552,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,78385451173,0,68793072633,0.0387,385,72062,24679,2013-12-27T00:00:00Z,2013-12-27T00:00:00Z,2018-08-29T00:00:00Z,3,0,0.97148261,2015-11-04T00:00:00Z,"{'volume': '80134237200.90', 'price_change': '0.00065216471', 'price_change_pct': '0.0007', 'volume_change': '18687107958.37', 'volume_change_pct': '0.3041', 'market_cap_change': '358937921.25', 'market_cap_change_pct': '0.0052'}","{'volume': '1948715841360.21', 'price_change': '0.0020412856', 'price_change_pct': '0.0023', 'volume_change': '-315560832805.66', 'volume_change_pct': '-0.1394', 'market_cap_change': '155000381.56', 'market_cap_change_pct': '0.0023'}",ETH,
3,BNB,BNB,BNB,Binance Coin,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/bnb.svg,active,361.99858103,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,168137036,168137036,60865368415,0.0343,180,17558,804137,2017-07-14T00:00:00Z,2017-07-14T00:00:00Z,2018-08-29T00:00:00Z,4,0,572.21444090,2021-11-25T00:00:00Z,"{'volume': '2027620547.01', 'price_change': '-3.74118193', 'price_change_pct': '-0.0102', 'volume_change': '486327322.49', 'volume_change_pct': '0.3155', 'market_cap_change': '-629031240.14', 'market_cap_change_pct': '-0.0102'}","{'volume': '62992674044.60', 'price_change': '-65.72906716', 'price_change_pct': '-0.1537', 'volume_change': '-1533694497.12', 'volume_change_pct': '-0.0238', 'market_cap_change': '-11051490524.45', 'market_cap_change_pct': '-0.1537'}",BNB,
4,USDC,USDC,USDC,USD Coin,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/usdc.svg,active,0.87696925,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,52086157455,52087669136,45677958575,0.0257,234,6608,7862,2018-09-27T00:00:00Z,2018-09-27T00:00:00Z,2018-10-26T00:00:00Z,5,0,0.93949237,2020-03-20T00:00:00Z,"{'volume': '4850036350.94', 'price_change': '0.00075480968', 'price_change_pct': '0.0009', 'volume_change': '1009022954.66', 'volume_change_pct': '0.2627', 'market_cap_change': '236461698.99', 'market_cap_change_pct': '0.0052'}","{'volume': '121749621160.62', 'price_change': '0.0017580661', 'price_change_pct': '0.0020', 'volume_change': '28711293332.02', 'volume_change_pct': '0.3086', 'market_cap_change': '7049213325.59', 'market_cap_change_pct': '0.1825'}",ETH,
5,XRP,XRP,XRP,XRP,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/XRP.svg,active,0.71913604,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,47832461678,100000000000,34398046884,0.0194,271,2467,101,2013-05-09T00:00:00Z,2013-05-09T00:00:00Z,2018-08-29T00:00:00Z,6,0,2.28961925,2018-01-07T00:00:00Z,"{'volume': '3010141579.33', 'price_change': '-0.032140009', 'price_change_pct': '-0.0428', 'volume_change': '-617161104.71', 'volume_change_pct': '-0.1701', 'market_cap_change': '-1537335755.57', 'market_cap_change_pct': '-0.0428'}","{'volume': '57146921958.25', 'price_change': '0.019824932', 'price_change_pct': '0.0283', 'volume_change': '-9007047912.11', 'volume_change_pct': '-0.1362', 'market_cap_change': '1126784003.05', 'market_cap_change_pct': '0.0339'}",,
6,ADA,ADA,ADA,Cardano,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/ada.svg,active,0.99643935,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,32066390668,45000000000,31952213449,0.0180,138,687,2,2017-10-01T00:00:00Z,2017-11-22T00:00:00Z,2018-08-29T00:00:00Z,7,0,2.50105703,2021-09-02T00:00:00Z,"{'volume': '1548731096.07', 'price_change': '-0.033208823', 'price_change_pct': '-0.0323', 'volume_change': '377560835.16', 'volume_change_pct': '0.3224', 'market_cap_change': '-1064887076.48', 'market_cap_change_pct': '-0.0323'}","{'volume': '57718055397.43', 'price_change': '-0.15314896', 'price_change_pct': '-0.1332', 'volume_change': '16234655335.40', 'volume_change_pct': '0.3914', 'market_cap_change': '-4910934527.29', 'market_cap_change_pct': '-0.1332'}",,
7,SOL,SOL,SOL,Solana,https://nomics-api.s3.us-east-2.amazonaws.com/static/images/currencies/SOL2.jpg,active,92.00268192,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,317630644,508180964,29222871105,0.0165,106,2342,438,2020-04-07T00:00:00Z,2020-04-10T00:00:00Z,2020-04-07T00:00:00Z,8,0,224.22326234,2021-11-06T00:00:00Z,"{'volume': '2548094256.60', 'price_change': '-5.56584976', 'price_change_pct': '-0.0570', 'volume_change': '344037398.84', 'volume_change_pct': '0.1561', 'market_cap_change': '-1751712206.35', 'market_cap_change_pct': '-0.0566'}","{'volume': '81836613859.06', 'price_change': '-40.68963520', 'price_change_pct': '-0.3066', 'volume_change': '14296132200.39', 'volume_change_pct': '0.2117', 'market_cap_change': '-12147796202.24', 'market_cap_change_pct': '-0.2936'}",SOL,
8,HEX,HEX,HEX,HEX,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/HEX.png,active,0.18364053,2022-02-11T00:00:00Z,2022-02-11T02:09:00Z,135878864447,638446781434,24952866985,0.0141,35,101,8,2019-12-13T00:00:00Z,2020-05-18T00:00:00Z,2020-03-11T00:00:00Z,9,0,0.41546341,2021-09-18T00:00:00Z,"{'volume': '11098778.07', 'price_change': '0.0010484105', 'price_change_pct': '0.0057', 'volume_change': '-6003246.49', 'volume_change_pct': '-0.3510', 'market_cap_change': '137193966.91', 'market_cap_change_pct': '0.0055'}","{'volume': '435354367.52', 'price_change': '-0.015048912', 'price_change_pct': '-0.0757', 'volume_change': '-446162737.78', 'volume_change_pct': '-0.5061', 'market_cap_change': '-1971240436.00', 'market_cap_change_pct': '-0.0732'}",ETH,
9,AVAX,AVAX,AVAX,Avalanche,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/AVAX.svg,active,79.26134748,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,245278733,397417607,19441122876,0.0109,82,1414,10802,2020-07-08T00:00:00Z,2020-07-22T00:00:00Z,2020-07-08T00:00:00Z,10,2,120.11078032,2021-11-22T00:00:00Z,"{'volume': '1861027274.11', 'price_change': '1.53195480', 'price_change_pct': '0.0197', 'volume_change': '512405562.59', 'volume_change_pct': '0.3799', 'market_cap_change': '375208266.12', 'market_cap_change_pct': '0.0197'}","{'volume': '36795381143.60', 'price_change': '-4.74573954', 'price_change_pct': '-0.0565', 'volume_change': '-14390891102.43', 'volume_change_pct': '-0.2811', 'market_cap_change': '-1082443880.39', 'market_cap_change_pct': '-0.0527'}",AVAX,
10,DOT,DOT,DOT,Polkadot,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/DOT.svg,active,17.87386120,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,1083352397,1164301530,19363690371,0.0109,132,465,0,2018-12-12T00:00:00Z,2019-08-27T00:00:00Z,2019-08-28T00:00:00Z,11,-1,312.62139569,2020-08-12T00:00:00Z,"{'volume': '1163072387.95', 'price_change': '-1.08615560', 'price_change_pct': '-0.0573', 'volume_change': '337182751.37', 'volume_change_pct': '0.4083', 'market_cap_change': '-1170931954.28', 'market_cap_change_pct': '-0.0570'}","{'volume': '37433620142.16', 'price_change': '-6.05749173', 'price_change_pct': '-0.2531', 'volume_change': '-5349150946.06', 'volume_change_pct': '-0.1250', 'market_cap_change': '-6321035042.34', 'market_cap_change_pct': '-0.2461'}",,
11,LUNA,LUNA,LUNA,Terra,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/LUNA.jpg,active,45.83641288,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,401346586,818462752,18396287819,0.0104,69,146,15,2019-06-05T00:00:00Z,2019-07-26T00:00:00Z,2019-07-04T00:00:00Z,12,-1,88.32446784,2021-12-26T00:00:00Z,"{'volume': '1985125027.26', 'price_change': '-3.04948362', 'price_change_pct': '-0.0624', 'volume_change': '401027734.38', 'volume_change_pct': '0.2532', 'market_cap_change': '-1224884483.23', 'market_cap_change_pct': '-0.0624'}","{'volume': '81910209180.23', 'price_change': '-25.85866309', 'price_change_pct': '-0.3607', 'volume_change': '-8559908948.44', 'volume_change_pct': '-0.0946', 'market_cap_change': '-7210835491.47', 'market_cap_change_pct': '-0.2816'}",LUNA,
12,DOGE,DOGE,DOGE,Dogecoin,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/doge.svg,active,0.13272632,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,132670764300,0,17608902323,0.0099,222,3024,1021,2014-01-21T00:00:00Z,2014-01-21T00:00:00Z,2018-09-12T00:00:00Z,13,0,0.57080576,2021-05-07T00:00:00Z,"{'volume': '968610602.40', 'price_change': '-0.0053069924', 'price_change_pct': '-0.0384', 'volume_change': '172393509.26', 'volume_change_pct': '0.2165', 'market_cap_change': '-704082742.51', 'market_cap_change_pct': '-0.0384'}","{'volume': '37519080699.88', 'price_change': '-0.0099531741', 'price_change_pct': '-0.0698', 'volume_change': '-5201070017.58', 'volume_change_pct': '-0.1217', 'market_cap_change': '-1320495217.45', 'market_cap_change_pct': '-0.0698'}",,
13,SHIB,SHIB,SHIB,Shiba Inu,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/SHIB.png,active,0.000026567026,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,589732946128898,999991833695707,15667450386,0.0088,119,294,39,2020-07-31T00:00:00Z,2020-07-31T00:00:00Z,2021-02-01T00:00:00Z,14,0,0.000068611080,2021-10-27T00:00:00Z,"{'volume': '1913311821.36', 'price_change': '-0.0000018063252', 'price_change_pct': '-0.0637', 'volume_change': '-90750689.12', 'volume_change_pct': '-0.0453', 'market_cap_change': '-1065249685.04', 'market_cap_change_pct': '-0.0637'}","{'volume': '34978500216.76', 'price_change': '-0.0000010009582', 'price_change_pct': '-0.0363', 'volume_change': '2227257538.33', 'volume_change_pct': '0.0680', 'market_cap_change': '-590335995.34', 'market_cap_change_pct': '-0.0363'}",ETH,
14,BUSD,BUSD,BUSD,Binance USD,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/BUSD.png,active,0.87695811,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,17575094806,17575094806,15412621884,0.0087,97,7680,23811,2017-07-09T00:00:00Z,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,15,0,0.93884425,2020-03-20T00:00:00Z,"{'volume': '4203710930.49', 'price_change': '0.00093101621', 'price_change_pct': '0.0011', 'volume_change': '1391296572.76', 'volume_change_pct': '0.4947', 'market_cap_change': '231827509.12', 'market_cap_change_pct': '0.0153'}","{'volume': '97762078349.27', 'price_change': '0.0019174804', 'price_change_pct': '0.0022', 'volume_change': '2365831403.09', 'volume_change_pct': '0.0248', 'market_cap_change': '3133903779.99', 'market_cap_change_pct': '0.2552'}",ETH,
15,MATIC,MATIC,MATIC,Polygon,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/matic.png,active,1.60283858,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,7477274364,0,11984863853,0.0067,165,2550,19203,2019-04-26T00:00:00Z,2019-04-26T00:00:00Z,2019-04-26T00:00:00Z,16,0,2.55217635,2021-12-26T00:00:00Z,"{'volume': '1635205472.82', 'price_change': '-0.12464707', 'price_change_pct': '-0.0722', 'volume_change': '332009280.15', 'volume_change_pct': '0.2548', 'market_cap_change': '-909210488.61', 'market_cap_change_pct': '-0.0705'}","{'volume': '38496699754.99', 'price_change': '-0.49770667', 'price_change_pct': '-0.2369', 'volume_change': '-18025184195.27', 'volume_change_pct': '-0.3189', 'market_cap_change': '-3061115822.35', 'market_cap_change_pct': '-0.2035'}",MATIC,
16,CRO,CRO,CRO,Crypto.com Chain,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/cro.jpg,active,0.44232460,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,25263013692,30263013692,11174452402,0.0063,76,218,1,2019-03-07T00:00:00Z,2019-03-08T00:00:00Z,2019-03-08T00:00:00Z,17,0,0.78999080,2021-11-23T00:00:00Z,"{'volume': '329822886.74', 'price_change': '-0.0066386446', 'price_change_pct': '-0.0148', 'volume_change': '142533184.72', 'volume_change_pct': '0.7610', 'market_cap_change': '-167712170.03', 'market_cap_change_pct': '-0.0148'}","{'volume': '5457468065.38', 'price_change': '0.016467649', 'price_change_pct': '0.0387', 'volume_change': '-2542714967.65', 'volume_change_pct': '-0.3178', 'market_cap_change': '416022440.24', 'market_cap_change_pct': '0.0387'}",ETH,
17,WBTC,WBTC,WBTC,Wrapped Bitcoin,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/WBTC.png,active,37779.34706526,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,261814,261814,9891179369,0.0056,90,1183,149,2019-01-29T00:00:00Z,2019-01-29T00:00:00Z,2019-02-14T00:00:00Z,18,1,58440.34881554,2021-11-08T00:00:00Z,"{'volume': '253450939.95', 'price_change': '-601.84610991', 'price_change_pct': '-0.0157', 'volume_change': '79987411.31', 'volume_change_pct': '0.4611', 'market_cap_change': '-157572014.55', 'market_cap_change_pct': '-0.0157'}","{'volume': '8480833893.93', 'price_change': '-632.64578079', 'price_change_pct': '-0.0165', 'volume_change': '-86250416438.85', 'volume_change_pct': '-0.9105', 'market_cap_change': '-356404507.00', 'market_cap_change_pct': '-0.0348'}",ETH,
18,UST,UST,UST,TerraUSD,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/UST2.png,active,0.87769059,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,11259791871,11259791871,9882613419,0.0056,40,257,715,2019-06-05T00:00:00Z,2020-12-03T00:00:00Z,2020-11-23T00:00:00Z,19,1,0.89777079,2022-01-30T00:00:00Z,"{'volume': '289548996.63', 'price_change': '0.00055023523', 'price_change_pct': '0.0006', 'volume_change': '75063175.20', 'volume_change_pct': '0.3500', 'market_cap_change': '9485020.11', 'market_cap_change_pct': '0.0010'}","{'volume': '9784419123.43', 'price_change': '0.00083636074', 'price_change_pct': '0.0010', 'volume_change': '2289029761.03', 'volume_change_pct': '0.3054', 'market_cap_change': '641030258.23', 'market_cap_change_pct': '0.0694'}",LUNA,
19,FTXTOKEN,FTXTOKEN,FTT,FTX Token,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/FTXTOKEN.png,active,38.71492015,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,253116597,333894244,9799388840,0.0055,45,109,0,2019-07-28T00:00:00Z,2019-07-29T00:00:00Z,2019-07-29T00:00:00Z,20,-2,67.41407186,2021-09-09T00:00:00Z,"{'volume': '250963440.98', 'price_change': '-2.74037673', 'price_change_pct': '-0.0661', 'volume_change': '61834462.29', 'volume_change_pct': '0.3269', 'market_cap_change': '-701278149.35', 'market_cap_change_pct': '-0.0668'}","{'volume': '8646068206.32', 'price_change': '2.31857694', 'price_change_pct': '0.0637', 'volume_change': '2198679413.08', 'volume_change_pct': '0.3410', 'market_cap_change': '555267940.63', 'market_cap_change_pct': '0.0601'}",ETH,
20,DAI,DAI,DAI,Dai,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/DAI.svg,active,0.87679759,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,9800138275,9800138275,8592737621,0.0048,181,2441,1311,2017-12-22T00:00:00Z,2017-12-22T00:00:00Z,2018-09-07T00:00:00Z,21,0,0.96286728,2020-03-23T00:00:00Z,"{'volume': '501849988.21', 'price_change': '0.00068099104', 'price_change_pct': '0.0008', 'volume_change': '222195275.25', 'volume_change_pct': '0.7945', 'market_cap_change': '38298106.62', 'market_cap_change_pct': '0.0045'}","{'volume': '11676435649.13', 'price_change': '0.0015681235', 'price_change_pct': '0.0018', 'volume_change': '-1204706668.22', 'volume_change_pct': '-0.0935', 'market_cap_change': '707588479.61', 'market_cap_change_pct': '0.0897'}",ETH,
21,LTC,LTC,LTC,Litecoin,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/ltc.svg,active,115.32140987,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,69612433,84000000,8027803945,0.0045,341,3621,587,2013-03-25T00:00:00Z,2013-03-25T00:00:00Z,2018-08-29T00:00:00Z,22,0,319.67476955,2021-05-09T00:00:00Z,"{'volume': '1308173565.58', 'price_change': '-4.80496248', 'price_change_pct': '-0.0400', 'volume_change': '204508488.38', 'volume_change_pct': '0.1853', 'market_cap_change': '-333687790.91', 'market_cap_change_pct': '-0.0399'}","{'volume': '33397610722.05', 'price_change': '-8.98538787', 'price_change_pct': '-0.0723', 'volume_change': '-2310916610.71', 'volume_change_pct': '-0.0647', 'market_cap_change': '-598271524.42', 'market_cap_change_pct': '-0.0694'}",,
22,ATOM,ATOM,ATOM,Cosmos,https://nomics-api.s3.us-east-2.amazonaws.com/static/images/currencies/atom.jpg,active,24.98237480,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,287977190,0,7194354096,0.0041,110,427,118,2017-07-09T00:00:00Z,2019-04-22T00:00:00Z,2019-03-14T00:00:00Z,23,0,38.29268561,2022-01-16T00:00:00Z,"{'volume': '814463889.69', 'price_change': '-1.47716100', 'price_change_pct': '-0.0558', 'volume_change': '151267446.04', 'volume_change_pct': '0.2281', 'market_cap_change': '-423534408.77', 'market_cap_change_pct': '-0.0556'}","{'volume': '45078122360.59', 'price_change': '-10.24440273', 'price_change_pct': '-0.2908', 'volume_change': '6613350602.78', 'volume_change_pct': '0.1719', 'market_cap_change': '-2875893049.06', 'market_cap_change_pct': '-0.2856'}",,
23,LINK,LINK,LINK,ChainLink,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/LINK.jpg,active,15.13343334,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,467009550,1000000000,7067457888,0.0040,244,3277,60,2017-07-09T00:00:00Z,2017-09-28T00:00:00Z,2018-08-29T00:00:00Z,24,0,43.05363927,2021-05-09T00:00:00Z,"{'volume': '801423000.67', 'price_change': '-0.74118613', 'price_change_pct': '-0.0467', 'volume_change': '232259083.67', 'volume_change_pct': '0.4081', 'market_cap_change': '-346141000.99', 'market_cap_change_pct': '-0.0467'}","{'volume': '29419821831.50', 'price_change': '-8.29393656', 'price_change_pct': '-0.3540', 'volume_change': '-15766698116.55', 'volume_change_pct': '-0.3489', 'market_cap_change': '-3873347596.84', 'market_cap_change_pct': '-0.3540'}",ETH,
